iter	Logloss
275	0.3292418449
276	0.32854314
277	0.3279178989
278	0.327056331
279	0.3262440466
280	0.3253742956
281	0.3247156758
282	0.3241691589
283	0.3235999384
284	0.3227249884
285	0.3220818735
286	0.3213368693
287	0.3208489572
288	0.3203370494
289	0.319623701
290	0.3188970627
291	0.3181465518
292	0.3173903496
293	0.3166344243
294	0.3161088267
295	0.3155753228
296	0.3144430345
297	0.3137013835
298	0.3131964591
299	0.3123871896
300	0.3115590926
301	0.310671714
302	0.3102484365
303	0.3095751732
304	0.3089088317
305	0.3084568516
306	0.3078487765
307	0.3071748672
308	0.3064924056
309	0.3058908524
310	0.3049783399
311	0.3044392986
312	0.3039616923
313	0.303094064
314	0.302480513
315	0.3016006716
316	0.3008069069
317	0.3003322232
318	0.2996406248
319	0.2988983277
320	0.2984188757
321	0.2980355909
322	0.2975086089
323	0.2969622458
324	0.2961312263
325	0.2953698558
326	0.2946488165
327	0.2941243264
328	0.293448602
329	0.2927127346
330	0.2921976889
331	0.2915856761
332	0.2911434481
333	0.2906524289
334	0.2902790193
335	0.2896628534
336	0.2889764232
337	0.2881930567
338	0.2876589375
339	0.2871400772
340	0.2868522829
341	0.2865104675
342	0.2860842674
343	0.2854030055
344	0.2847022395
345	0.2842191265
346	0.2835125154
347	0.2828074117
348	0.2821621433
349	0.2813082664
350	0.2809378716
351	0.2805675999
352	0.2799291918
353	0.2790178484
354	0.2786285954
355	0.2781810145
356	0.2777242968
357	0.2773608854
358	0.2769510208
359	0.2764947645
360	0.2760633653
361	0.2751925991
362	0.2746139957
363	0.2739897697
364	0.2734208876
365	0.2728205958
366	0.272308042
367	0.271808009
368	0.2715047406
369	0.2709007878
370	0.2701749494
371	0.2697439194
372	0.2688646624
373	0.2682314842
374	0.2677117009
375	0.267054404
376	0.2665369588
377	0.2660424017
378	0.2656623471
379	0.2651674517
380	0.2646818776
381	0.2639234297
382	0.26352907
383	0.2630822582
384	0.2626201876
385	0.2620366004
386	0.2613847179
387	0.2606978263
388	0.2600261319
389	0.2596235891
390	0.2589873345
391	0.258563257
392	0.2578026402
393	0.2574194324
394	0.2570241805
395	0.2563934172
396	0.2559532042
397	0.2554313137
398	0.2549931926
399	0.2546801413
400	0.254107183
401	0.2536484349
402	0.2532240498
403	0.2529830625
404	0.2524020441
405	0.2520848859
406	0.2514852247
407	0.2510466576
408	0.2504074343
409	0.2500347937
410	0.2494851851
411	0.2490338972
412	0.2485134063
413	0.2479250047
414	0.2475215389
415	0.2469852817
416	0.2465455455
417	0.2459853388
418	0.2456033768
419	0.2452066022
420	0.2446311981
421	0.2440652078
422	0.2436494827
423	0.2433914523
424	0.2428387826
425	0.2425422976
426	0.2420770276
427	0.2417269061
428	0.2412184592
429	0.2408249147
430	0.2404173882
431	0.239871302
432	0.2393913269
433	0.2390765836
434	0.2384674318
435	0.2378239632
436	0.2375597492
437	0.2371191517
438	0.2367487415
439	0.236324418
440	0.2358488421
441	0.2354005075
442	0.2348985057
443	0.2345481534
444	0.2341628536
445	0.2338458953
446	0.233389193
447	0.23286358
448	0.2325425917
449	0.2321477552
450	0.2315957008
451	0.2313300102
452	0.2307695266
453	0.2302123347
454	0.2298738726
455	0.2294023883
456	0.2290212262
457	0.2284493293
458	0.2279558182
459	0.2275383549
460	0.2272398549
461	0.226909376
462	0.2264702397
463	0.2260709578
464	0.2256074259
465	0.2252366466
466	0.2248742657
467	0.2244129642
468	0.2240208964
469	0.223762343
470	0.2233422956
471	0.2229595184
472	0.2224791435
473	0.2221930565
474	0.2217655797
475	0.2212628549
476	0.2207871252
477	0.2204471711
478	0.2200089424
479	0.2195859724
480	0.2193391861
481	0.2188835605
482	0.2185059824
483	0.2179548202
484	0.2174494651
485	0.2170057604
486	0.2166908326
487	0.2162129494
488	0.2158873312
489	0.2154314595
490	0.2150246866
491	0.2146005323
492	0.2143365798
493	0.2139859661
494	0.2135785011
495	0.2132774168
496	0.2128162384
497	0.2122715519
498	0.2118464747
499	0.2114618363
500	0.2110345748
501	0.2108262893
502	0.2104374055
503	0.2101337679
504	0.2098633397
505	0.2095642705
506	0.209035535
507	0.2086258857
508	0.2081963939
509	0.2079899542
510	0.2077526585
511	0.207140738
512	0.2067545614
513	0.2063202089
514	0.2059966826
515	0.2058376958
516	0.2055885561
517	0.2052206224
518	0.2048323231
519	0.2044639434
520	0.2040569552
521	0.2038872627
522	0.2035314345
523	0.2031412432
524	0.2027432534
525	0.2023935318
526	0.2022173789
527	0.2017804884
528	0.2013693779
529	0.2010356226
530	0.2005972401
531	0.2001797461
532	0.199813166
533	0.1994367723
534	0.1990442584
535	0.1986930755
536	0.1984661164
537	0.1981916735
538	0.1978854056
539	0.1975717852
540	0.1971947147
541	0.1969888902
542	0.1966320469
543	0.1962209209
544	0.1957942901
545	0.1953866713
546	0.1950951392
547	0.194706563
548	0.1945325021
549	0.1943021744
550	0.1939752025
551	0.1935247144
552	0.1930385251
553	0.1927627594
554	0.1925094512
555	0.192167682
556	0.1919096208
557	0.1914826978
558	0.1912799189
559	0.1910093061
560	0.1906366348
561	0.1902891282
562	0.1900034874
563	0.1897342128
564	0.1894049798
565	0.1890904673
566	0.1886918006
567	0.1884442914
568	0.1882954259
569	0.1879529799
570	0.1875816007
571	0.1872591665
572	0.1869711107
573	0.1865823192
574	0.1861689014
575	0.1859581086
576	0.1855435833
577	0.1852693865
578	0.1848981611
579	0.1845256129
580	0.1842462171
581	0.1838777142
582	0.1836294359
583	0.1833508092
584	0.1830906407
585	0.1828062304
586	0.1825432316
587	0.1822526378
588	0.1819193132
589	0.1816161986
590	0.1812693996
591	0.1809450734
592	0.1804878481
593	0.1801634912
594	0.1798941089
595	0.1795215761
596	0.1790238503
597	0.1787098915
598	0.1785944047
599	0.1782773849
600	0.1780296449
601	0.1777578169
602	0.1774633777
603	0.1769863252
604	0.1767596276
605	0.1764713718
606	0.1760325893
607	0.175736335
608	0.1755821013
609	0.1751676836
610	0.1747827838
611	0.1745485644
612	0.1743932232
613	0.1742847197
614	0.1739997864
615	0.173737972
616	0.1734254745
617	0.1730985488
618	0.1727821904
619	0.1726442768
620	0.1723054763
621	0.1719869337
622	0.1717447004
623	0.1714432316
624	0.1712347461
625	0.1710766515
626	0.1708616903
627	0.1704982327
628	0.1701490341
629	0.1700013838
630	0.1696953312
631	0.1693925242
632	0.1690654601
633	0.1688726487
634	0.1685395548
635	0.1681690831
636	0.1679438929
637	0.1676387941
638	0.1673611056
639	0.1670457163
640	0.1667257124
641	0.1665133046
642	0.1662688101
643	0.1660652468
644	0.1657303379
645	0.1655798574
646	0.1651526267
647	0.1648111651
648	0.1645060201
649	0.164336143
650	0.1641231968
651	0.1639280319
652	0.16368263
653	0.1634655614
654	0.1631385896
655	0.1628380129
656	0.1626043935
657	0.1624925829
658	0.1622307993
659	0.162029051
660	0.1618680031
661	0.1616102188
662	0.1613807063
663	0.1611002953
664	0.1608258524
665	0.1605305672
666	0.1603687348
667	0.1599942792
668	0.1598453368
669	0.159530209
670	0.1593159706
671	0.1591362184
672	0.1589988278
673	0.1587603477
674	0.1586539668
675	0.1584149176
676	0.1581162791
677	0.1578323303
678	0.1576177382
679	0.1571665425
680	0.1569036822
681	0.1566741236
682	0.1564259683
683	0.1563164496
684	0.1560320393
685	0.1559003707
686	0.155502427
687	0.1552579018
688	0.1550652289
689	0.1548764783
690	0.1546525955
691	0.1543480812
692	0.1541138157
693	0.1537847827
694	0.1536253498
695	0.1534060201
696	0.1530530068
697	0.1528775307
698	0.1526452649
699	0.1523854656
700	0.1521591525
701	0.1519255484
702	0.15177616
703	0.1515247591
704	0.1512179375
705	0.1509191759
706	0.1506318431
707	0.1503587846
708	0.1500687445
709	0.14972253
710	0.1496286085
711	0.1494973706
712	0.1492214972
713	0.1489984451
714	0.1487136195
715	0.1484082899
716	0.1481824536
717	0.1479887501
718	0.1477479935
719	0.1474639216
720	0.1472508523
721	0.1469086678
722	0.1466870154
723	0.146446628
724	0.1462941016
725	0.1461156876
726	0.1458518582
727	0.1455886287
728	0.1453979861
729	0.1451826403
730	0.1450305908
731	0.1448735268
732	0.1446571196
733	0.1443397614
734	0.1441040039
735	0.1439759193
736	0.1437565281
737	0.1435808366
738	0.1434025457
739	0.1432098881
740	0.1429789297
741	0.1427602768
742	0.1425041691
743	0.142248892
744	0.1419655738
745	0.1417874367
746	0.1416265426
747	0.1414379304
748	0.1412403045
749	0.1409503414
750	0.140707139
751	0.1405457835
752	0.1405240028
753	0.1402872147
754	0.1400258464
755	0.1397274079
756	0.1395595304
757	0.139361966
758	0.1391407444
759	0.1388915893
760	0.1387109141
761	0.1385951196
762	0.1385008289
763	0.1382420755
764	0.1380789664
765	0.1378266734
766	0.1375898392
767	0.1374208389
768	0.1372556994
769	0.136952954
770	0.136685033
771	0.1365484268
772	0.1362706769
773	0.1360687748
774	0.135919171
775	0.135721945
776	0.135528626
777	0.1353016207
778	0.1352396473
779	0.1350187794
780	0.1347610104
781	0.1345369124
782	0.1342594393
783	0.1340337261
784	0.1338967046
785	0.1336389203
786	0.1334262048
787	0.1332238105
788	0.1330069111
789	0.1328727814
790	0.1326221651
791	0.1325338425
792	0.1323541211
793	0.1321384061
794	0.13192869
795	0.1317668115
796	0.1315868747
797	0.1313932788
798	0.131180148
799	0.130916334
800	0.1306882674
801	0.1304725832
802	0.130288201
803	0.1300861451
804	0.1298941028
805	0.1296483009
806	0.129498651
807	0.1293125922
808	0.1290766193
809	0.1289323761
810	0.1287919937
811	0.128621932
812	0.1285018536
813	0.1282764712
814	0.1281177228
815	0.1278800657
816	0.1275911793
817	0.1274744157
818	0.127369973
819	0.1272541477
820	0.127075426
821	0.1270096994
822	0.1268488207
823	0.1266962636
824	0.1265391765
825	0.1262669794
826	0.1260339752
827	0.1259015837
828	0.1257094029
829	0.1255169607
830	0.1252973003
831	0.125135591
832	0.1249183762
833	0.1247445537
834	0.1245837289
835	0.1244356094
836	0.1242018669
837	0.124040296
838	0.123837794
839	0.1236591801
840	0.1235388402
841	0.1233635641
842	0.1232445548
843	0.1230165651
844	0.1228781977
845	0.1227345005
846	0.122544827
847	0.1223648671
848	0.1221851149
849	0.1220933776
850	0.1218245875
851	0.1216517648
852	0.121438857
853	0.1212476607
854	0.1211468558
855	0.120941239
856	0.1207683163
857	0.1205099398
858	0.120280735
859	0.1201184488
860	0.1198924972
861	0.1197010471
862	0.1195242789
863	0.1193252225
864	0.1191681047
865	0.1189224182
866	0.1187154247
867	0.1186102898
868	0.1184425662
869	0.1182579071
870	0.1180945135
871	0.1179413488
872	0.1177779705
873	0.1176901787
874	0.1175048659
875	0.1173282593
876	0.1171252574
877	0.1169910739
878	0.1167867876
879	0.1166549729
880	0.1164932174
881	0.1163876287
882	0.1163071663
883	0.1162169826
884	0.1160483283
885	0.1158529866
886	0.115720995
887	0.1155430502
888	0.1153910006
889	0.1152774442
890	0.1151314243
891	0.1149049651
892	0.1147138996
893	0.1145872839
894	0.1144145689
895	0.1142765245
896	0.1141034096
897	0.1139004461
898	0.1138055401
899	0.1137164408
900	0.113582888
901	0.113364012
902	0.1132120471
903	0.1130046614
904	0.1128682013
905	0.1127619436
906	0.1126136857
907	0.1124444777
908	0.1124190977
909	0.1122991347
910	0.1122248557
911	0.1120423655
912	0.1119676559
913	0.111795287
914	0.111655466
915	0.1114422583
916	0.1112980919
917	0.11114252
918	0.1109576379
919	0.1107764706
920	0.1106334271
921	0.1105030583
922	0.1103701438
923	0.1102183788
924	0.1101058068
925	0.1099350683
926	0.1097565236
927	0.1096447514
928	0.1095601974
929	0.1093827524
930	0.1092351329
931	0.1091371813
932	0.1089276883
933	0.1087651407
934	0.1085764823
935	0.1084233253
936	0.1083664586
937	0.1082878882
938	0.1081800999
939	0.1080966457
940	0.1079027037
941	0.1077257433
942	0.1076447348
943	0.1075099668
944	0.1073301684
945	0.1071796879
946	0.1071091314
947	0.1069816774
948	0.1067907426
949	0.1066990975
950	0.106556554
951	0.1063869307
952	0.1061897124
953	0.1060147747
954	0.1058958807
955	0.1057184358
956	0.1055657787
957	0.1054926534
958	0.1053827809
959	0.1052227174
960	0.1050867035
961	0.1049382071
962	0.1046921053
963	0.1045398405
964	0.1043901751
965	0.1042252202
966	0.1040594732
967	0.1038943568
968	0.103777101
969	0.1036322194
970	0.1035165018
971	0.1034044297
972	0.103252334
973	0.1031501908
974	0.1029994411
975	0.1028376549
976	0.1026744381
977	0.1024873026
978	0.1023938656
979	0.1022631891
980	0.1021878335
981	0.1019519144
982	0.1018061176
983	0.1016530375
984	0.1015721906
985	0.1014475053
986	0.1013019085
987	0.1011863985
988	0.1010833094
989	0.1009553171
990	0.1008458599
991	0.1007211439
992	0.1006020731
993	0.100380313
994	0.1002547049
995	0.1001826717
996	0.09999215218
997	0.09986577495
998	0.09970712662
999	0.09957059737
